filename,name,target_role,age,years_experience,education_level,nb_certifications,nb_extra_languages,nb_extra_skills,has_management_experience,has_international_experience,gender,label
cv_0297.txt,Nathan Petrov,Frontend Developer,35,7.92,4,2,1,13,0,1,1,0
cv_0298.txt,Mina Novak,Frontend Developer,26,3.25,3,2,1,12,0,1,0,0
cv_0299.txt,Kenji Aliyev,Frontend Developer,22,0.67,3,2,1,14,0,1,1,0
cv_0300.txt,Hugo Santos,Software Engineer,31,6.5,3,3,1,9,0,1,1,0
cv_0301.txt,Mateo Patel,QA Engineer,33,6.42,3,4,1,14,0,1,1,0
cv_0302.txt,Zoe Fischer,Cybersecurity Analyst,33,8.17,3,4,1,11,0,1,0,0
cv_0303.txt,Julia Dubois,Frontend Developer,29,2.25,3,4,1,16,0,1,0,0
cv_0304.txt,Eva Petrov,Data Analyst,33,9.42,4,1,1,12,0,1,0,0
cv_0305.txt,Sophie Fischer,ML Engineer,41,11.83,4,1,1,12,0,1,0,0
cv_0306.txt,David Liu,Software Engineer,31,4.75,3,3,1,14,0,1,1,0
cv_0307.txt,Arjun Aliyev,QA Engineer,31,3.33,3,1,1,12,1,1,1,0
cv_0308.txt,Mateo Fischer,Backend Developer,26,2.33,4,1,1,13,0,1,1,0
cv_0309.txt,Daniel Aliyev,BI Developer,28,2.92,4,2,1,13,0,1,1,0
cv_0310.txt,Olivia Hassan,DevOps Engineer,25,2.25,3,1,1,14,1,1,0,0
cv_0311.txt,Samuel Popescu,Product Analyst,34,4.08,4,3,1,16,1,1,1,0
cv_0312.txt,Camila Bianchi,ML Engineer,33,6.58,4,1,1,12,0,1,0,0
cv_0313.txt,Leila Andersen,Product Analyst,30,2.75,3,3,1,13,1,0,0,0
cv_0314.txt,Nadia Liu,Data Engineer,23,1.5,3,1,1,17,0,1,0,0
cv_0315.txt,Victor Hassan,Frontend Developer,35,4.42,4,2,1,9,0,1,1,0
cv_0316.txt,Adrian Schneider,Software Engineer,35,4.08,4,1,1,14,0,1,1,0
cv_0317.txt,Nadia Petrov,QA Engineer,33,2.67,3,1,1,15,0,1,0,0
cv_0318.txt,Kenji Andersen,QA Engineer,29,4.08,3,1,1,10,0,1,1,0
cv_0319.txt,Hugo Popescu,Cybersecurity Analyst,33,6.08,3,2,1,13,0,1,1,0
cv_0320.txt,Victor Santos,Data Analyst,40,7.5,4,1,1,12,0,1,1,0
cv_0321.txt,Gabriel Petrov,Software Engineer,36,7.67,3,2,1,16,0,1,1,1
cv_0322.txt,Zoe Popescu,Software Engineer,29,7.83,4,1,1,12,0,1,0,0
cv_0323.txt,Nora Silva,Data Engineer,35,5.33,3,3,1,15,0,1,0,0
cv_0324.txt,Nadia Okafor,Data Engineer,35,8.33,4,1,1,12,0,1,0,0
cv_0325.txt,Yusuf Fischer,Backend Developer,25,3.33,4,1,1,16,0,1,1,0
cv_0326.txt,Julia Petrov,Data Scientist,28,2.75,4,2,1,17,0,1,0,0
cv_0327.txt,Leila Novak,Software Engineer,33,5.92,3,3,1,17,0,1,0,0
cv_0328.txt,Daniel Okafor,DevOps Engineer,36,7.67,3,1,1,11,1,1,1,0
cv_0329.txt,Lucia Silva,ML Engineer,30,2.25,4,3,0,11,0,0,0,0
cv_0330.txt,Maya Dubois,DevOps Engineer,28,2.58,4,1,1,16,1,0,0,0
cv_0331.txt,Camila Patel,DevOps Engineer,39,7.75,3,2,1,11,1,1,0,0
cv_0332.txt,Marcus Popescu,ML Engineer,30,2.67,3,3,0,14,0,0,1,0
cv_0333.txt,Adrian Silva,Data Scientist,28,6.25,3,1,1,13,0,1,1,0
cv_0334.txt,Daniel Martinez,Cybersecurity Analyst,36,5.25,4,2,1,11,0,1,1,0
cv_0335.txt,Hugo Andersen,Cybersecurity Analyst,28,2.33,3,2,0,12,0,0,1,0
cv_0336.txt,Iris Schneider,Backend Developer,34,4.33,3,2,1,12,0,1,0,0
cv_0337.txt,Thomas Okafor,Data Analyst,34,9.5,4,2,0,14,1,0,1,1
cv_0338.txt,Julia Liu,Frontend Developer,37,6.17,4,1,1,11,1,1,0,1
cv_0339.txt,Clara Garcia,Product Analyst,33,5.67,3,3,1,12,1,0,0,0
cv_0340.txt,Victor Hassan,QA Engineer,30,4.58,3,1,1,10,0,1,1,0
cv_0341.txt,Kenji Patel,Cybersecurity Analyst,26,3.25,3,1,0,13,0,0,1,0
cv_0342.txt,Hugo Patel,DevOps Engineer,28,1.5,3,3,1,14,0,1,1,0
cv_0343.txt,Leo Okafor,QA Engineer,37,6.5,3,2,1,11,0,1,1,0
cv_0344.txt,Aisha Kim,Cybersecurity Analyst,26,2.08,3,4,1,11,0,1,0,0
cv_0345.txt,Sophie Petrov,ML Engineer,28,3.25,3,1,1,12,0,1,0,0
cv_0346.txt,Nadia Garcia,QA Engineer,32,3.42,3,3,1,10,0,1,0,0
cv_0347.txt,Anna Bianchi,Backend Developer,33,3.58,3,2,1,9,0,1,0,0
cv_0348.txt,Omar Bianchi,Data Engineer,32,6.92,4,2,1,14,0,1,1,0
cv_0349.txt,Olivia Santos,Software Engineer,27,3.0,4,3,1,11,0,1,0,0
cv_0350.txt,David Popescu,Data Analyst,26,3.5,3,1,1,13,0,1,1,0
cv_0351.txt,Anna Popescu,Cybersecurity Analyst,28,2.25,3,1,1,9,0,1,0,0
cv_0352.txt,Olivia Patel,Data Analyst,36,7.25,4,1,0,16,1,0,0,1
cv_0353.txt,Lucia Andersen,BI Developer,36,7.5,3,3,1,14,0,1,0,1
cv_0354.txt,Isla Garcia,BI Developer,33,6.33,3,3,1,13,1,1,0,1
cv_0355.txt,Ethan Silva,Backend Developer,29,6.25,4,2,1,12,0,1,1,0
cv_0356.txt,Iris Silva,BI Developer,32,8.0,3,1,1,12,0,1,0,0
cv_0357.txt,Daniel Okafor,Software Engineer,32,7.5,4,1,1,9,0,1,1,1
cv_0358.txt,Lucia Aliyev,Data Analyst,33,4.25,3,1,1,11,0,1,0,0
cv_0359.txt,Thomas Andersen,Cybersecurity Analyst,41,8.75,4,3,1,10,0,0,1,1
cv_0360.txt,Camila Petrov,Cybersecurity Analyst,30,4.83,3,2,1,16,0,1,0,0
cv_0361.txt,Hugo Okafor,Data Scientist,37,9.58,4,2,1,14,0,1,1,0
cv_0362.txt,Nora Silva,Data Analyst,38,5.58,3,1,1,16,0,1,0,0
cv_0363.txt,Sophie Kim,Product Analyst,32,7.0,3,1,1,14,1,1,0,0
cv_0364.txt,Omar Bianchi,Data Engineer,36,9.0,4,1,1,13,0,1,1,0
cv_0365.txt,Zoe Andersen,DevOps Engineer,30,5.58,3,1,1,11,1,1,0,0
cv_0366.txt,Luca Patel,Product Analyst,38,6.5,4,1,1,13,1,1,1,0
cv_0367.txt,Daniel Bianchi,Software Engineer,37,7.08,3,1,1,10,0,1,1,0
cv_0368.txt,Maya Aliyev,Data Engineer,33,3.17,4,2,1,15,0,1,0,1
cv_0369.txt,Anna Garcia,DevOps Engineer,25,1.58,3,4,1,13,1,1,0,0
cv_0370.txt,Ethan Hassan,Frontend Developer,38,8.92,3,1,1,14,0,1,1,0
cv_0371.txt,Olivia Popescu,Backend Developer,26,2.75,3,1,1,11,0,1,0,0
cv_0372.txt,Luca Kim,DevOps Engineer,35,8.5,4,4,1,12,1,1,1,1
cv_0373.txt,Luca Aliyev,Backend Developer,23,2.17,4,1,1,14,0,1,1,1
cv_0374.txt,Iris Dubois,Backend Developer,28,2.83,3,2,1,10,0,1,0,0
cv_0375.txt,Yusuf Hassan,DevOps Engineer,37,10.17,4,2,1,14,1,1,1,0
cv_0376.txt,Mateo Garcia,Cybersecurity Analyst,37,10.08,4,2,1,12,0,1,1,0
cv_0377.txt,Omar Schneider,Data Engineer,43,9.25,3,4,1,11,0,1,1,1
cv_0378.txt,Mateo Andersen,Software Engineer,25,1.0,4,2,0,11,0,0,1,0
cv_0379.txt,Maya Schneider,Frontend Developer,23,2.83,3,1,1,14,0,1,0,0
cv_0380.txt,Eva Popescu,Product Analyst,34,6.17,3,3,1,12,1,1,0,1
cv_0381.txt,Yusuf Silva,QA Engineer,40,7.58,3,3,0,13,0,0,1,0
cv_0382.txt,Leila Fischer,Frontend Developer,38,4.83,3,3,0,9,0,0,0,0
cv_0383.txt,Clara Fischer,Frontend Developer,32,6.08,3,4,1,11,1,1,0,1
cv_0384.txt,David Santos,ML Engineer,32,5.83,4,1,1,11,0,1,1,1
cv_0385.txt,Elena Hassan,Frontend Developer,37,9.08,4,2,1,14,0,1,0,0
cv_0386.txt,Olivia Novak,Data Scientist,34,5.75,3,4,1,14,0,1,0,1
cv_0387.txt,Iris Novak,Data Engineer,28,2.58,3,1,1,15,0,1,0,0
cv_0388.txt,Arjun Patel,Product Analyst,28,4.83,3,2,1,13,1,1,1,0
cv_0389.txt,Clara Petrov,Backend Developer,35,10.67,4,1,1,9,0,1,0,1
cv_0390.txt,Omar Popescu,Data Engineer,34,5.58,3,1,1,12,0,1,1,0
cv_0391.txt,Omar Novak,DevOps Engineer,26,3.08,4,1,1,15,0,1,1,0
cv_0392.txt,Ethan Silva,Data Analyst,33,7.5,3,1,1,13,0,1,1,0
cv_0393.txt,Luca Novak,Cybersecurity Analyst,30,2.67,4,2,1,13,0,1,1,0
cv_0394.txt,Omar Patel,Data Scientist,29,7.33,4,3,1,16,0,1,1,1
cv_0395.txt,Leo Dubois,Software Engineer,30,6.83,4,1,1,16,1,1,1,1
cv_0396.txt,Zoe Bianchi,Software Engineer,36,5.0,3,1,1,10,0,1,0,0
cv_0397.txt,Elena Santos,ML Engineer,29,6.33,3,3,1,13,0,1,0,0
cv_0398.txt,Mateo Popescu,Data Scientist,26,0.83,3,2,0,14,0,0,1,0
cv_0399.txt,Arjun Costa,DevOps Engineer,34,9.08,4,4,1,15,1,1,1,0
cv_0400.txt,Mina Popescu,ML Engineer,35,9.58,4,1,1,13,0,1,0,0
cv_0401.txt,Lucia Patel,BI Developer,23,2.08,3,1,1,10,0,1,0,0
cv_0402.txt,Mina Hassan,Data Analyst,32,12.0,4,1,0,12,0,0,0,0
cv_0403.txt,Marcus Rossi,Product Analyst,29,7.17,4,4,1,12,1,1,1,1
cv_0404.txt,Ethan Dubois,Software Engineer,26,4.33,3,2,1,11,0,1,1,0
cv_0405.txt,Camila Popescu,Backend Developer,39,6.75,3,2,1,14,0,1,0,0
cv_0406.txt,Hugo Okafor,ML Engineer,33,7.33,4,2,1,9,0,0,1,0
cv_0407.txt,Hugo Petrov,QA Engineer,30,3.17,3,1,1,14,0,1,1,0
cv_0408.txt,David Silva,Backend Developer,37,3.75,3,2,1,12,0,0,1,0
cv_0409.txt,Iris Rossi,BI Developer,32,6.25,4,1,1,15,0,1,0,1
cv_0410.txt,Samuel Martinez,QA Engineer,24,1.42,3,1,0,15,0,0,1,0
cv_0411.txt,Yusuf Patel,DevOps Engineer,30,4.25,3,3,1,11,1,1,1,0
cv_0412.txt,Arjun Aliyev,Software Engineer,30,3.17,3,1,1,10,0,1,1,0
cv_0413.txt,Gabriel Patel,Software Engineer,36,5.92,3,3,1,15,0,1,1,0
cv_0414.txt,Nora Popescu,DevOps Engineer,25,2.0,3,1,1,13,1,1,0,0
cv_0415.txt,Olivia Andersen,Data Analyst,31,4.67,3,2,1,17,0,1,0,0
cv_0416.txt,Anna Andersen,QA Engineer,28,3.33,3,1,0,13,0,0,0,0
cv_0417.txt,Maya Silva,Software Engineer,36,4.25,4,1,1,11,0,1,0,0
cv_0418.txt,Kenji Liu,DevOps Engineer,32,3.83,3,1,1,13,1,1,1,0
cv_0419.txt,Eva Martinez,Backend Developer,26,3.5,4,2,1,8,0,0,0,0
cv_0420.txt,Luca Santos,Software Engineer,26,3.25,3,2,1,13,0,0,1,0
cv_0421.txt,Omar Martinez,Data Engineer,31,3.67,3,1,1,15,0,1,1,0
cv_0422.txt,Olivia Novak,Data Scientist,26,4.25,3,2,1,14,0,1,0,0
cv_0423.txt,Jonas Liu,Software Engineer,28,3.0,4,1,1,14,0,1,1,0
cv_0424.txt,Julia Okafor,Product Analyst,34,3.58,4,2,1,13,1,1,0,0
cv_0425.txt,Lucia Santos,Backend Developer,33,6.5,4,4,1,13,0,1,0,1
cv_0426.txt,Hugo Schneider,Software Engineer,36,5.67,4,1,1,14,0,1,1,0
cv_0427.txt,Leila Garcia,ML Engineer,36,10.25,3,1,1,13,0,1,0,1
cv_0428.txt,Hannah Costa,DevOps Engineer,23,1.42,4,2,1,10,0,1,0,0
cv_0429.txt,Anna Santos,DevOps Engineer,26,2.17,3,1,1,13,1,1,0,0
cv_0430.txt,Adrian Dubois,QA Engineer,35,3.92,3,2,1,13,0,1,1,0
cv_0431.txt,Omar Silva,Software Engineer,26,1.75,3,1,1,15,0,1,1,0
cv_0432.txt,Adrian Okafor,BI Developer,31,1.67,3,1,1,10,0,1,1,0
cv_0433.txt,Daniel Bianchi,BI Developer,28,2.5,4,1,1,13,0,1,1,0
cv_0434.txt,Camila Liu,Product Analyst,35,4.67,3,1,0,11,1,0,0,0
cv_0435.txt,Mateo Schneider,Cybersecurity Analyst,30,4.58,3,1,1,10,0,1,1,0
cv_0436.txt,Iris Schneider,Software Engineer,32,2.42,3,1,0,11,0,0,0,0
cv_0437.txt,Mina Schneider,ML Engineer,39,8.67,3,2,1,13,0,1,0,1
cv_0438.txt,Sara Liu,Backend Developer,35,5.17,4,2,1,14,0,1,0,0
cv_0439.txt,Aisha Rossi,DevOps Engineer,42,9.75,4,2,1,9,1,1,0,0
cv_0440.txt,David Martinez,Data Scientist,28,7.33,4,2,1,9,0,1,1,1
cv_0441.txt,Marcus Andersen,QA Engineer,22,0.92,3,2,1,10,0,1,1,1
cv_0442.txt,Zoe Petrov,Product Analyst,24,0.58,3,2,1,15,0,1,0,0
cv_0443.txt,Zoe Schneider,QA Engineer,33,6.17,3,2,1,16,0,0,0,0
cv_0444.txt,Isla Aliyev,ML Engineer,31,2.17,3,1,1,13,0,1,0,0
cv_0445.txt,Zoe Andersen,QA Engineer,29,7.25,3,1,1,15,0,0,0,0
cv_0446.txt,Kenji Silva,Data Engineer,24,0.42,4,1,1,15,0,1,1,0
cv_0447.txt,Lucia Okafor,Software Engineer,33,6.75,4,2,1,12,0,0,0,0
cv_0448.txt,Jonas Novak,Data Engineer,28,1.83,4,1,1,13,0,1,1,0
cv_0449.txt,Maya Kim,Software Engineer,25,4.5,3,2,1,15,0,1,0,0
cv_0450.txt,Victor Martinez,Data Analyst,25,2.75,3,1,1,16,0,0,1,0
cv_0451.txt,Leila Schneider,Backend Developer,35,6.67,4,3,1,10,0,0,0,0
cv_0452.txt,Omar Garcia,Data Scientist,24,0.67,4,2,0,13,0,0,1,0
cv_0453.txt,Olivia Liu,Backend Developer,26,1.08,4,1,1,12,0,1,0,0
cv_0454.txt,Iris Martinez,BI Developer,34,7.67,3,2,1,11,0,1,0,0
cv_0455.txt,David Schneider,Data Scientist,25,0.92,4,3,1,13,0,1,1,0
cv_0456.txt,Arjun Santos,DevOps Engineer,41,8.5,3,2,1,12,1,0,1,0
cv_0457.txt,Nora Hassan,Data Scientist,38,7.83,4,4,1,9,0,1,0,0
cv_0458.txt,Nathan Hassan,Cybersecurity Analyst,30,6.17,4,2,0,15,0,0,1,0
cv_0459.txt,Iris Rossi,Data Analyst,23,1.17,3,2,1,14,0,1,0,0
cv_0460.txt,Sara Aliyev,BI Developer,41,8.58,3,1,1,13,0,1,0,0
cv_0461.txt,Thomas Schneider,Backend Developer,35,3.08,3,2,0,14,0,0,1,0
cv_0462.txt,Eva Hassan,DevOps Engineer,30,5.17,3,2,1,14,1,1,0,0
cv_0463.txt,Eva Popescu,Backend Developer,33,5.17,4,2,1,14,1,1,0,0
cv_0464.txt,Camila Hassan,Data Scientist,23,2.17,3,2,1,12,0,0,0,0
cv_0465.txt,Nora Fischer,BI Developer,27,1.42,4,3,1,11,0,1,0,1
cv_0466.txt,Anna Dubois,Cybersecurity Analyst,30,6.75,3,4,1,12,0,1,0,0
cv_0467.txt,Samuel Garcia,Software Engineer,33,2.83,3,2,1,15,0,1,1,0
cv_0468.txt,Camila Liu,Data Scientist,30,5.0,4,1,1,13,0,1,0,0
cv_0469.txt,Omar Kim,Product Analyst,28,3.25,3,1,1,10,0,1,1,0
cv_0470.txt,Eva Aliyev,Data Analyst,31,5.08,3,3,0,16,0,0,0,0
cv_0471.txt,Hannah Aliyev,ML Engineer,28,3.25,3,1,1,14,0,1,0,0
cv_0472.txt,Eva Rossi,Product Analyst,34,7.92,3,1,1,10,1,1,0,0
cv_0473.txt,Jonas Petrov,Backend Developer,32,4.0,4,1,1,11,0,0,1,0
cv_0474.txt,Leo Costa,Software Engineer,27,2.25,3,1,1,11,0,1,1,0
cv_0475.txt,Eva Dubois,Data Scientist,36,6.92,4,2,1,13,0,1,0,0
cv_0476.txt,Nadia Liu,DevOps Engineer,34,3.83,3,3,1,14,1,1,0,0
cv_0477.txt,Victor Garcia,Product Analyst,25,2.17,3,2,1,12,1,1,1,0
cv_0478.txt,Noah Aliyev,Data Scientist,29,1.75,3,2,1,10,0,1,1,0
cv_0479.txt,Elena Dubois,Software Engineer,33,7.17,4,3,1,15,0,1,0,0
cv_0480.txt,Camila Rossi,Software Engineer,39,9.67,3,1,1,15,0,1,0,0
cv_0481.txt,Ethan Silva,BI Developer,35,5.83,3,1,1,11,0,1,1,0
cv_0482.txt,Sara Bianchi,Product Analyst,34,4.33,4,1,1,11,1,1,0,1
cv_0483.txt,Clara Fischer,Data Scientist,28,3.33,3,2,1,9,0,0,0,0
cv_0484.txt,Nadia Fischer,BI Developer,25,0.92,3,2,1,12,0,1,0,0
cv_0485.txt,Samuel Okafor,Data Analyst,35,5.83,3,2,1,10,0,1,1,0
cv_0486.txt,Arjun Santos,DevOps Engineer,28,2.5,3,2,1,13,1,1,1,0
cv_0487.txt,Aisha Dubois,BI Developer,30,5.58,4,1,1,13,0,1,0,1
cv_0488.txt,Nathan Fischer,Data Scientist,29,4.67,3,2,1,13,0,1,1,0
cv_0489.txt,Adrian Dubois,QA Engineer,35,5.58,3,1,1,12,0,1,1,0
cv_0490.txt,Sara Liu,Backend Developer,26,4.25,3,3,1,13,0,1,0,0
cv_0491.txt,David Schneider,Cybersecurity Analyst,33,4.67,3,1,1,16,0,1,1,0
cv_0492.txt,Adrian Fischer,ML Engineer,42,11.17,4,2,1,13,0,0,1,1
cv_0493.txt,Mina Schneider,Backend Developer,33,7.17,4,1,1,11,0,1,0,0
cv_0494.txt,Arjun Bianchi,Data Analyst,31,7.08,3,2,1,11,0,1,1,0
cv_0495.txt,Leo Hassan,DevOps Engineer,36,6.17,4,1,1,12,1,1,1,0
cv_0496.txt,Sophie Popescu,Cybersecurity Analyst,34,3.75,3,2,1,16,0,1,0,0
cv_0497.txt,Hannah Santos,Frontend Developer,40,7.25,3,1,1,13,0,1,0,0
cv_0498.txt,Hannah Kim,DevOps Engineer,30,3.0,4,4,1,12,1,1,0,0
cv_0499.txt,Mateo Santos,Backend Developer,32,3.75,4,2,1,10,0,1,1,0
cv_0500.txt,Elena Garcia,ML Engineer,28,1.58,4,1,1,12,0,1,0,0
